,Unnamed: 0,longitude,latitude,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,median_house_value,housing_median_age,total_rooms,total_bedrooms,population,households,median_income
21,7049,-118.04,33.93,1.0,0.0,0.0,0.0,0.0,161800.0,0.5854674940322887,-0.7223386493610031,-0.690616407886143,-0.23315199087429836,-0.7030823260512583,-0.35188891203335365
22,8593,-118.37,33.88,1.0,0.0,0.0,0.0,0.0,324000.0,1.220509158714753,-0.5958638245883019,-0.6765495148546073,-0.6614334548034995,-0.6434410545787863,0.29421763728059025
23,15164,-117.02,32.95,1.0,0.0,0.0,0.0,0.0,160100.0,-0.28771479490609947,-0.3320734757766678,-0.4678906015534954,-0.33849541546978734,-0.46451724016137036,-0.045262970342097635
24,4413,-118.25,34.08,1.0,0.0,0.0,0.0,0.0,169200.0,1.4586497829706768,-0.2308936159585068,0.3644005694790298,0.5776469902336046,0.41713633812734613,-0.6605220519647939
25,1660,-121.94,37.94,0.0,1.0,0.0,0.0,0.0,291700.0,-0.20833458682079145,-0.6076079154600527,-0.8430077490611124,-0.7788654691066675,-0.8327372640348931,1.2494855365891804
26,15566,-117.05,33.1,1.0,0.0,0.0,0.0,0.0,320200.0,-1.2402772919297957,1.2971932847773802,0.4980360532786184,0.5905990506346892,0.41713633812734613,1.2268781458839508
27,8965,-118.39,34.0,1.0,0.0,0.0,0.0,0.0,339100.0,0.5060872859469807,-0.5326264122019513,-0.3459775286135199,-0.28582370317204286,-0.40487596868889836,0.10136814320397079
28,13847,-117.34,34.49,0.0,1.0,0.0,0.0,0.0,98300.0,-1.5577981242710277,0.29307351524268416,0.12057442359907877,0.20980847484279874,0.0748473018505503,-0.30107510395290793
29,18985,-121.94,38.27,0.0,1.0,0.0,0.0,0.0,81300.0,0.5060872859469807,3.7151209169497723,3.9678696677240755,7.291131631462513,4.280853490039662,-0.6845556098406804
30,11259,-117.97,33.81,1.0,0.0,0.0,0.0,0.0,180600.0,0.10918624552044062,-0.10758066180512307,-0.1677968835474018,0.2745687768482223,-0.11704200636522916,0.32797026031947285
31,10708,-117.71,33.61,1.0,0.0,0.0,0.0,0.0,72300.0,-0.20833458682079145,-0.16449433295283863,0.03851754758178756,-0.6614334548034995,0.0022405365797148313,-0.8030331270178531
32,13197,-117.7,34.07,0.0,1.0,0.0,0.0,0.0,128400.0,0.3473268697763647,-0.49332887736186193,-0.5757367814619353,-0.09413320923598914,-0.5137861165951516,-0.035491084172781136
33,5723,-118.23,34.18,1.0,0.0,0.0,0.0,0.0,446600.0,1.2998893668000608,-0.14100615120933696,-1.250947646975646,-0.4248424848103521,-0.4204345612469345,2.244422011644564
34,14785,-117.12,32.58,0.0,0.0,0.0,0.0,1.0,136700.0,0.42670707786167267,-0.28961407031726094,-0.15841895485971136,-0.18048027857655388,-0.1507522902409742,-0.424042406667334
35,19999,-119.31,36.06,0.0,1.0,0.0,0.0,0.0,48700.0,-0.6846158353326396,-0.18436894827426312,-0.23344238436123477,-0.025919024456942996,-0.23113835179082776,-1.046590787162277
36,11232,-117.96,33.82,1.0,0.0,0.0,0.0,0.0,183400.0,0.26794666169105663,0.09568244943671825,0.20732026396021522,0.055247220723187856,0.2589573137873117,-0.12364934372191233
37,4355,-118.39,34.09,1.0,0.0,0.0,0.0,0.0,500001.0,0.9823685344588288,-0.864622827230292,-0.9555428933133975,-1.0404970892085788,-0.9753576958168914,0.24155509397892214
38,5300,-118.45,34.07,1.0,0.0,0.0,0.0,0.0,350000.0,-0.7639960434179476,0.9941054011256568,2.5213241676478275,1.9997832222727057,2.6912839503602997,-1.2048953431052045
39,7923,-118.08,33.86,1.0,0.0,0.0,0.0,0.0,198800.0,0.029806037435132604,-0.7345344360355136,-0.6999943365738334,-0.6484813944024148,-0.6564065483771498,-0.280369269475221
40,7373,-118.23,33.96,1.0,0.0,0.0,0.0,0.0,148200.0,1.220509158714753,0.24474206434740187,0.8028187356285572,2.1396654746044206,0.8838941148684313,-0.4488682796380301
41,16834,-122.55,37.59,0.0,0.0,0.0,0.0,1.0,345500.0,0.18856645360574864,-0.593153649771744,-0.6765495148546073,-0.7227398740353005,-0.7160478198496218,0.16829235821220856
42,1324,-121.9,38.03,0.0,1.0,0.0,0.0,0.0,87700.0,1.776170615311909,0.1525961205844338,0.3644005694790298,0.3419194909338628,0.27710900510502057,-0.9828358325332769
43,12871,-121.36,38.69,0.0,1.0,0.0,0.0,0.0,93300.0,-1.2402772919297957,1.8997554856587497,2.031327393716003,2.4315185689755294,2.385298296718922,-0.08725567036699829
44,2402,-119.34,36.62,0.0,1.0,0.0,0.0,0.0,92200.0,-0.20833458682079145,-0.3262014303407924,-0.45616819069388237,-0.24783099266219438,-0.4385862525646434,-0.664642090457803
45,18285,-122.1,37.37,0.0,0.0,0.0,1.0,0.0,500001.0,0.6648477021175967,-0.060152602515360094,-0.4210009581150433,-0.4231155434235408,-0.3970966724098803,2.3918982612917623
46,6883,-118.09,34.06,1.0,0.0,0.0,0.0,0.0,171600.0,0.7442279102029048,0.26461667966882635,0.7184173774393434,1.7701000178268034,0.8449976334733409,-0.6523876169914168
47,14649,-117.2,32.77,0.0,0.0,0.0,0.0,1.0,137500.0,0.10918624552044062,-1.1238962180143297,-1.1454459492391287,-1.1726081052996427,-1.1957710903890706,-0.31491420760891287
48,13011,-121.27,38.71,0.0,1.0,0.0,0.0,0.0,142900.0,-1.0021366676738717,0.649461503620046,0.31047747952480986,0.4118606170997202,0.39120535053061917,0.3152403977962007
49,12538,-121.49,38.56,0.0,1.0,0.0,0.0,0.0,103500.0,1.855550823397217,-0.3614337029560449,-0.33191063558198425,-0.6631603961903108,-0.3841311786115168,-0.45467859033329944
50,15505,-117.26,33.08,0.0,0.0,0.0,0.0,1.0,299600.0,-1.3196575000151036,1.100253914774174,0.6574608409693556,0.45158026899638,0.5571636711496717,0.8062644725527759
51,12963,-121.32,38.71,0.0,1.0,0.0,0.0,0.0,127500.0,-1.1608970838444876,0.8807297546329854,0.5636815540924514,0.8971311467936941,0.7283081892880696,0.3488345578161213
52,17734,-121.8,37.3,1.0,0.0,0.0,0.0,0.0,235600.0,-1.0021366676738717,-0.7851243659445941,-0.9016198033591776,-0.7166955791814609,-0.9157164243444194,0.5034944643229258
53,18915,-122.23,38.15,0.0,0.0,0.0,1.0,0.0,86400.0,0.3473268697763647,-0.6283859223869965,-0.6929608900580656,-0.5889019165574251,-0.6875237334932222,-1.113515002170515
54,7401,-118.24,33.96,1.0,0.0,0.0,0.0,0.0,93400.0,0.6648477021175967,-0.47074408722387956,-0.34128856426967463,0.10187463816709282,-0.41265526496791644,-0.9500339876081658
55,18312,-122.13,37.43,0.0,0.0,0.0,1.0,0.0,438400.0,0.9029883263735208,0.36579653948698737,0.26827680043020297,0.054383750029782206,0.3782398567322557,0.7116620502325278
56,7613,-118.23,33.88,1.0,0.0,0.0,0.0,0.0,109800.0,0.5060872859469807,-0.8140328973212115,-0.779706730419202,-0.5802672096233686,-0.8093993751978389,-0.6297274052798666
57,8804,-118.42,33.75,0.0,0.0,0.0,0.0,1.0,500001.0,-0.5258554191620235,6.751420103100122,4.85408392871082,4.716262023726872,5.162507068328378,2.3341649013833137
58,929,-122.03,37.55,0.0,0.0,0.0,1.0,0.0,217300.0,-0.20833458682079145,0.2000241798741968,-0.003683131512819353,0.1398673486769413,-0.04702833985406638,0.553410315295921
59,16988,-122.27,37.55,0.0,0.0,0.0,1.0,0.0,338200.0,-1.0021366676738717,0.9688104361711166,0.6621498053132008,0.3496907271745136,0.6790393128542883,1.5229927073174017
60,20212,-119.22,34.28,0.0,0.0,0.0,0.0,1.0,299700.0,-0.36709500299140746,-0.19520964754049466,-0.4725795658973406,-0.46283519532020057,-0.4411793513243161,0.8815344065596734
61,787,-122.09,37.63,0.0,0.0,0.0,1.0,0.0,189500.0,0.42670707786167267,-0.5362399786240284,-0.6835829613703751,-0.6044443890387268,-0.6538134496174771,0.02778848139933346
62,12842,-121.4,38.66,0.0,1.0,0.0,0.0,0.0,112500.0,1.696790407226601,-0.796868456816345,-0.899275321187255,-0.24783099266219438,-0.9157164243444194,-0.7172518127531501
63,17935,-121.95,37.35,1.0,0.0,0.0,0.0,0.0,237900.0,1.0617487425441368,-0.5525010275233757,-0.4772685302411858,-0.6700681617375559,-0.5137861165951516,-0.280369269475221
64,17969,-121.97,37.32,1.0,0.0,0.0,0.0,0.0,237500.0,-0.7639960434179476,0.8924738455047362,2.040705322403693,1.0680983440880123,2.0922781368759074,-0.08720284936067778
65,16344,-121.33,38.04,0.0,1.0,0.0,0.0,0.0,153900.0,-1.4784179161857198,-0.5525010275233757,-0.7726732839034341,-0.6717951031243672,-0.757537400004385,0.6991962927408591
66,7115,-118.01,33.91,1.0,0.0,0.0,0.0,0.0,221400.0,0.26794666169105663,0.0351552118669255,0.08775167319216229,0.9549836832518724,-0.10148341380719299,0.19354079923346987
67,12681,-121.39,38.55,0.0,1.0,0.0,0.0,0.0,154300.0,-0.8433762515032556,-0.4111202412596061,-0.15607447268778876,-0.5629977957552557,-0.14037989520228342,-1.0351286287907004
68,916,-121.97,37.51,1.0,0.0,0.0,0.0,0.0,258300.0,-0.28771479490609947,0.31114134735307003,-0.05291725712319408,0.2037641799889592,0.007426734099060222,0.8302452094223418
69,15662,-122.43,37.81,0.0,0.0,0.0,1.0,0.0,500001.0,0.8236081182882128,0.2849429907930105,0.7113839309235755,-0.2573291702896565,0.5805015599867259,-0.05080917600576374
70,1258,-121.63,38.03,0.0,1.0,0.0,0.0,0.0,209400.0,-0.9227564595885636,-0.0429881620104935,0.14636372749022744,-0.22969810810067579,-0.00294566093963056,-0.10283786723158413
71,8723,-118.37,33.84,1.0,0.0,0.0,0.0,0.0,342800.0,0.5060872859469807,-0.3849218846995466,-0.49602438761656664,-0.39462101054115445,-0.4541448451226796,0.5779720832350138
72,13168,-121.4,36.83,0.0,1.0,0.0,0.0,0.0,207900.0,-1.3990377081004117,0.4773654027686203,0.48162467807516013,0.2711148940745997,0.39639154804996457,-0.4210316093070581
73,17543,-121.88,37.35,1.0,0.0,0.0,0.0,0.0,183500.0,1.855550823397217,-0.42467111534239554,-0.27095409911199647,-0.08549850230193266,-0.23373145055050046,-0.5532425881275946
74,3701,-118.36,34.18,1.0,0.0,0.0,0.0,0.0,188700.0,0.42670707786167267,-0.5299162373853934,-0.2592316882523834,-0.3799420087532584,-0.29855891954231784,-0.4784480431775828
75,15537,-117.11,33.12,1.0,0.0,0.0,0.0,0.0,200000.0,1.379269574885369,-1.170872581501333,-1.220469378740652,-1.1881505777809445,-1.2657847569002332,0.005762121763630786
76,8219,-118.21,33.79,0.0,0.0,0.0,0.0,1.0,112500.0,0.3473268697763647,-1.1799064975565259,-1.208746967881039,-1.1562021621249354,-1.2061434854277613,0.38543951519631786
77,16009,-122.45,37.74,0.0,0.0,0.0,1.0,0.0,346800.0,0.7442279102029048,1.3748849628520396,0.9294207729123779,0.7149388304851024,1.0550386330068293,1.2354351489078932
78,2223,-119.82,36.82,0.0,1.0,0.0,0.0,0.0,151500.0,-0.049574170650175414,-0.1699146825859544,-0.4632016372096502,-0.5897653872508307,-0.4437724500839888,0.7483726496253654
79,209,-122.23,37.79,0.0,0.0,0.0,1.0,0.0,113300.0,0.9029883263735208,-0.7742836666783626,-0.7843956947630473,-0.7520978776110925,-0.8223648689962023,-1.3395360882164902
80,7454,-118.17,33.92,1.0,0.0,0.0,0.0,0.0,166800.0,1.1411289506294449,-0.2462512732523348,-0.3178437425504486,-0.1373067439062715,-0.29596582078264516,-0.37571118588395774
81,3925,-118.56,34.18,1.0,0.0,0.0,0.0,0.0,251000.0,0.5854674940322887,-0.5773442966751563,-0.7257836404649821,-0.6182599201332171,-0.5993583756643506,0.5083011758981026
82,11417,-117.96,33.7,1.0,0.0,0.0,0.0,0.0,279300.0,-0.4464752110767155,0.8007795975445278,0.48396916024708275,0.3712774945096548,0.4975223996771997,0.7810688525378355
83,10936,-117.9,33.74,1.0,0.0,0.0,0.0,0.0,151700.0,-0.36709500299140746,-0.5461772862847407,-0.09277345404587839,1.4989702200974302,0.007426734099060222,-0.41242178527679557
84,4746,-118.34,34.05,1.0,0.0,0.0,0.0,0.0,213500.0,1.696790407226601,-0.28690389550070305,-0.26860961694007385,-0.263373465143496,-0.2570693393875547,-0.35373764725457585
85,17284,-119.74,34.41,0.0,0.0,0.0,0.0,1.0,346200.0,0.10918624552044062,-0.1261001897182686,-0.2732985812839191,-0.32986070853573085,-0.23891764806984586,0.9147588195353495
86,5411,-118.44,34.01,1.0,0.0,0.0,0.0,0.0,400000.0,1.1411289506294449,-0.5583730729592511,-0.6742050326826847,-0.6769759272848012,-0.6771513384545313,0.3778861112924681
87,3066,-119.25,35.78,0.0,1.0,0.0,0.0,0.0,59800.0,-0.12895437873548343,-0.5109450136694882,-0.44913474417811455,-0.07686379536787619,-0.4619241414016977,-0.5931752689059908
88,1272,-121.7,37.91,0.0,1.0,0.0,0.0,0.0,187100.0,-0.9227564595885636,-0.3081335982304065,-0.5687033349461674,-0.5267320266322185,-0.6071376719433687,0.5449589542846202
89,10375,-117.63,33.65,1.0,0.0,0.0,0.0,0.0,288700.0,-1.4784179161857198,0.42271021063470293,-0.0998069005616462,0.2184431817768552,-0.0885179200088295,2.069161912672714
90,19949,-119.37,36.21,0.0,1.0,0.0,0.0,0.0,54100.0,0.5060872859469807,-0.1879825146963403,-0.13497413314048531,0.11396322787477188,-0.13519369768293804,-1.2775242267960707
91,14472,-117.22,32.85,0.0,0.0,0.0,0.0,1.0,274400.0,-0.20833458682079145,-0.4504177760996954,-0.6390378001038456,-0.6398466874683583,-0.6278824620207502,0.4349327981187481
92,12825,-121.47,38.72,0.0,1.0,0.0,0.0,0.0,99800.0,-0.20833458682079145,-0.42286433213135693,-0.5499474775707867,-0.4524735469993328,-0.5474964004708966,0.08377874809920123
93,16697,-120.62,35.12,1.0,0.0,0.0,0.0,0.0,160000.0,-0.5258554191620235,-0.6342579678228719,-0.5616698884303997,-0.5759498561563404,-0.552682597990242,-0.6386541553480531
94,10410,-117.59,33.65,1.0,0.0,0.0,0.0,0.0,151900.0,-2.113459580868184,1.0008808381670515,1.5460195841280233,0.7745183083300922,1.482899928352824,0.3370554734066211
95,2582,-124.09,40.86,0.0,0.0,0.0,0.0,1.0,75000.0,-0.28771479490609947,-0.5972189119965808,-0.34363304644159726,-0.5534996181277936,-0.3167106108600267,-1.4208276169439396
96,9371,-122.53,37.92,0.0,0.0,0.0,1.0,0.0,410500.0,1.0617487425441368,-0.40795837064028856,-0.5452585132269414,-0.6148060373595945,-0.5060068203161335,0.8841226358693839
97,9932,-122.3,38.29,0.0,0.0,0.0,1.0,0.0,142100.0,-0.28771479490609947,-0.4260262027506745,-0.249853759564693,-0.3574917707247116,-0.2648486356665728,-0.4350819969883457
98,13910,-116.38,34.1,0.0,1.0,0.0,0.0,0.0,116300.0,-1.7959387485269518,-0.24399279423853656,-0.4350678511465789,-0.5129164955377281,-0.46970343768071576,0.14880140687989654
99,1165,-121.55,39.51,0.0,1.0,0.0,0.0,0.0,51700.0,1.696790407226601,-0.720080170347205,-0.5757367814619353,-0.8203120623901385,-0.6252893632610775,-1.4279584527972242
100,17196,-119.75,34.44,0.0,0.0,0.0,0.0,1.0,327300.0,-0.049574170650175414,-0.7065292962644155,-0.5522919597427092,-0.7866367053473183,-0.6486272520981318,-1.067455084658926
101,772,-122.1,37.66,0.0,0.0,0.0,1.0,0.0,185300.0,0.5854674940322887,-0.6048977406434948,-0.7234391582930595,-0.5759498561563404,-0.6927099310125676,0.21704614704615025
102,9320,-122.53,37.97,0.0,0.0,0.0,1.0,0.0,270800.0,1.855550823397217,-0.48971531093978476,-0.19358618743855047,-0.6346658633079244,-0.2129866604731189,-0.7139240893549504
103,13001,-121.27,38.67,0.0,1.0,0.0,0.0,0.0,149000.0,-1.0021366676738717,0.24429036854464223,0.8262635573477832,0.09928422608687587,0.7801701644815235,-0.710015334887224
104,3300,-122.62,38.94,0.0,1.0,0.0,0.0,0.0,57500.0,-1.1608970838444876,-0.41247532866788506,-0.31315477820660337,-0.6882010462990745,-0.5682411905482782,-0.8167137676548962
105,5597,-118.23,33.8,0.0,0.0,0.0,0.0,1.0,187500.0,-0.20833458682079145,-1.086405466385279,-0.934442553766094,-1.0966226842799458,-1.0090679796926365,-1.3367893958878174
106,13229,-117.66,34.15,0.0,1.0,0.0,0.0,0.0,360100.0,-0.28771479490609947,0.3549558402207558,-0.11387379359318185,-0.13039897835902634,-0.16371778403933768,2.4636291878751777
107,1154,-121.49,39.52,0.0,1.0,0.0,0.0,0.0,93800.0,-0.28771479490609947,-0.8113227225046536,-0.8922418746714871,-0.8626221263670153,-0.8975647330267105,0.0204463615207659
108,7343,-118.14,33.96,1.0,0.0,0.0,0.0,0.0,143800.0,0.7442279102029048,-0.9278602396166427,-0.9250646250784036,-0.7037435187803762,-0.9572060044991825,-0.8931985848071683
109,3252,-120.14,36.04,0.0,1.0,0.0,0.0,0.0,60900.0,-0.12895437873548343,-0.05021529485464785,-0.03650588191973584,-0.05527702803273501,-0.10407651256686569,-0.471845417387504
110,2512,-122.2,39.75,0.0,1.0,0.0,0.0,0.0,63700.0,-0.8433762515032556,-0.018596588661472537,0.09947408405177532,0.1562732918516486,0.22524702991156664,-0.9744901135346173
111,6049,-117.74,34.04,0.0,1.0,0.0,0.0,0.0,129600.0,-0.12895437873548343,-0.19385456013221572,-0.21937549132969913,0.47662091910514376,-0.13519369768293804,-0.43376147183033
112,14779,-117.08,32.57,0.0,0.0,0.0,0.0,1.0,88300.0,-1.5577981242710277,1.6504194025354244,2.2939093969713347,2.6042127076566586,2.4760567533074664,-0.6840802207837947
113,8748,-118.36,33.82,1.0,0.0,0.0,0.0,0.0,339000.0,0.5854674940322887,-0.38853545112162374,-0.5218136915077153,-0.4611082539333893,-0.5397171041918786,1.2468973072794698
114,8793,-118.39,33.79,0.0,0.0,0.0,0.0,1.0,500001.0,0.10918624552044062,0.794004160503133,0.06899581581678144,0.1269152882758566,0.1293023758036769,3.715381395661463
115,4178,-118.22,34.09,1.0,0.0,0.0,0.0,0.0,149700.0,1.0617487425441368,-0.4237677237368762,-0.10684034707741402,0.436901267208484,-0.14037989520228342,-0.7092758407987351
116,15497,-117.24,33.11,0.0,0.0,0.0,0.0,1.0,240300.0,-1.4784179161857198,0.38070250097805575,0.02679513672217453,-0.02160167098991476,0.14486096836171308,1.145956364200746
117,2727,-115.54,32.79,0.0,1.0,0.0,0.0,0.0,60400.0,-0.4464752110767155,-0.4210575489203183,-0.30612133169083555,-0.05614049872614066,-0.3218968083793721,-1.3675840425727446
118,11721,-120.08,39.23,0.0,1.0,0.0,0.0,0.0,146900.0,-0.7639960434179476,-0.40569989162649034,-0.5335361023673284,-1.02236420464706,-1.029812769770018,0.5039698533798113
119,14437,-117.24,32.8,0.0,0.0,0.0,0.0,1.0,112500.0,-0.8433762515032556,-0.1983715181598122,0.29875506866519685,-0.48442196265534176,0.20450223983418508,-0.03290285486307021
120,12626,-121.48,38.52,0.0,1.0,0.0,0.0,0.0,95800.0,0.42670707786167267,-0.037567812377377725,-0.08574000753011057,0.12777875896926225,0.0748473018505503,-0.3728060305363231
121,3433,-118.42,34.25,1.0,0.0,0.0,0.0,0.0,148100.0,0.6648477021175967,-0.4964907479811795,-0.4514792263500371,0.4092702050195033,-0.3867242773711895,-0.09771422961848301
122,8892,-118.5,34.02,1.0,0.0,0.0,0.0,0.0,350000.0,0.5060872859469807,0.1218808059967778,0.9387987016000684,-0.08722544368874396,0.9565008801392668,-0.4599078699590418
123,3645,-118.45,34.22,1.0,0.0,0.0,0.0,0.0,183000.0,-0.36709500299140746,0.3603761898538716,1.4874075298299583,2.7544566083092414,1.5451342985849688,-0.9477098633300581
124,16717,-120.66,35.5,1.0,0.0,0.0,0.0,0.0,163900.0,-0.7639960434179476,-0.3537548743091309,-0.3975561363958172,-0.3410858275500043,-0.35820019101478984,-0.29135603878991195
125,19875,-119.29,36.33,0.0,1.0,0.0,0.0,0.0,112500.0,-0.7639960434179476,-0.836617687459194,-0.7070277830896012,-0.6856106342188576,-0.7238271161286399,-1.6477994811036858
126,2709,-115.69,32.79,0.0,1.0,0.0,0.0,0.0,55200.0,-0.8433762515032556,-0.48790852772874616,-0.45382370852195975,-0.23660587364792096,-0.41006216620824376,-0.8899765034216098
127,11403,-117.92,33.73,1.0,0.0,0.0,0.0,0.0,225800.0,-1.1608970838444876,1.1305175335590705,1.5202302802368748,1.4989702200974302,1.6203341626154768,0.06803808821565341
128,16136,-122.49,37.79,0.0,0.0,0.0,1.0,0.0,500001.0,1.855550823397217,0.226674232237016,-0.1302851687966401,-0.2521483461292226,-0.11963510512490186,1.2025276619701406
129,9852,-121.88,36.59,1.0,0.0,0.0,0.0,0.0,179500.0,0.10918624552044062,-0.37137101061675715,-0.06698415015472972,-0.4343406624378142,-0.013318055978321343,-0.6204837291737564
130,14339,-117.17,32.73,0.0,0.0,0.0,0.0,1.0,215000.0,1.855550823397217,-0.4815847864901111,-0.10918482924933663,-0.48010460918831355,-0.14297299396195612,-0.7697030720295357
131,14922,-116.98,32.62,0.0,0.0,0.0,0.0,1.0,184300.0,-1.7959387485269518,2.4169471798185462,2.167307359687514,2.880523329546466,2.2686088525336507,0.4451272523386298
132,15046,-116.9,32.77,1.0,0.0,0.0,0.0,0.0,307100.0,-1.6371783323563358,0.43174412668989587,-0.0974624183897236,-0.012103493362452639,-0.04962143861373908,1.266018511567538
133,13210,-117.69,34.04,0.0,1.0,0.0,0.0,0.0,182600.0,-1.87531895661226,0.819750821260433,0.8497083790670094,0.5120232175347753,0.9850249664956664,0.07685919627119843
134,20401,-118.85,34.21,1.0,0.0,0.0,0.0,0.0,206700.0,0.029806037435132604,-0.20288847618740866,-0.2803320277996869,-0.06477520566019714,-0.2596624381472274,-0.20430702037351398
135,7242,-118.12,34.01,1.0,0.0,0.0,0.0,0.0,164600.0,0.9029883263735208,-0.5543078107344143,-0.45851267286580494,-0.31690864813464614,-0.4411793513243161,-0.759667080828616
136,3511,-118.47,34.26,1.0,0.0,0.0,0.0,0.0,199200.0,0.42670707786167267,-0.607156219657293,-0.5733922992900127,-0.6778393979782068,-0.5449033017112239,0.012364747553709607
137,867,-122.07,37.57,0.0,0.0,0.0,1.0,0.0,318300.0,-1.6371783323563358,2.711452843217836,2.0477387689194613,3.0946640615110663,2.2763881488126687,1.4247984565673508
138,2022,-119.78,36.72,0.0,1.0,0.0,0.0,0.0,34400.0,-0.5258554191620235,-1.0344604490679195,-0.9672653041730105,-0.7814558811868845,-1.0012886834136183,-0.9076187195327001
139,19794,-123.41,40.61,0.0,1.0,0.0,0.0,0.0,55000.0,-0.9227564595885636,-0.8470066909226658,-0.7703288017315116,-0.9791906699767777,-0.9727645970572187,-1.0968763851795167
140,1787,-122.35,37.93,0.0,0.0,0.0,1.0,0.0,84300.0,-0.049574170650175414,-0.29322763673933816,-0.10684034707741402,-0.21847298908640236,-0.16112468527966498,-0.8075757335614272
141,3014,-119.15,34.83,0.0,1.0,0.0,0.0,0.0,168400.0,-1.7959387485269518,2.750298682255166,2.5002238281005242,0.4930268622798511,0.6090256463431256,0.37413581984370314
